"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","handleUserEvent_ShouldUpdateSnapshot_WhenUserCreatedButUserAlreadyExists()","","Mon Jul 28 07:10:28 GMT 2025","passed","Mon Jul 28 07:10:28 GMT 2025","","com.talentradar.assessment_service.service.UserEventConsumerTest","com.talentradar.assessment_service.service.UserEventConsumerTest","handleUserEvent_ShouldUpdateSnapshot_WhenUserCreatedButUserAlreadyExists"
"","6","publishAssessmentUpdated_ShouldHandleError_WhenUserSnapshotNotFound()","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","com.talentradar.assessment_service.service.AssessmentEventProducerTest","com.talentradar.assessment_service.service.AssessmentEventProducerTest","publishAssessmentUpdated_ShouldHandleError_WhenUserSnapshotNotFound"
"","2456","Should create feedback comment successfully","","Mon Jul 28 07:10:23 GMT 2025","passed","Mon Jul 28 07:10:26 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldCreateFeedbackComment_WhenValidDto"
"","2","Should return empty list when no dimensions exist","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getAllDimensions_ShouldReturnEmptyList_WhenNoDimensionsExist"
"","8","Should handle large number of dimensions efficiently","","Mon Jul 28 07:10:26 GMT 2025","passed","Mon Jul 28 07:10:26 GMT 2025","","FeedbackAnalysisService Tests","com.talentradar.assessment_service.service.FeedbackAnalysisServiceTest","createAnalysisDto_ShouldHandleLargeDimensionSet_Efficiently"
"","7","Should handle dimension definition with null grading criteria","","Mon Jul 28 07:10:26 GMT 2025","passed","Mon Jul 28 07:10:26 GMT 2025","","FeedbackDimensionService Tests","com.talentradar.assessment_service.service.FeedbackDimensionServiceImplTest","createFeedbackDimension_ShouldHandleNullGradingCriteria_Gracefully"
"","3","Should not update when comment title is null","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","updateComment_ShouldNotUpdate_WhenCommentTitleIsNull"
"","4","Should return true when comment exists","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","commentExists_ShouldReturnTrue_WhenIdExists"
"","5","handleUserEvent_ShouldNackMessage_WhenRepositoryThrowsException()","","Mon Jul 28 07:10:28 GMT 2025","passed","Mon Jul 28 07:10:28 GMT 2025","","com.talentradar.assessment_service.service.UserEventConsumerTest","com.talentradar.assessment_service.service.UserEventConsumerTest","handleUserEvent_ShouldNackMessage_WhenRepositoryThrowsException"
"","2","Should return comments by IDs successfully","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentsByIds_ShouldReturnComments_WhenIdsExist"
"","8","shouldThrowBadRequestIfUserSubmittedWithin30Days()","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldThrowBadRequestIfUserSubmittedWithin30Days"
"","119","Should get user by ID successfully","","Mon Jul 28 07:10:26 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","UserSnapshotService Tests","com.talentradar.assessment_service.service.UserSnapshotServiceImplTest","getUserById_ShouldReturnUser_WhenUserExists"
"","3","Should throw exception when dimension not found by ID","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getDimensionById_ShouldThrowException_WhenIdNotExists"
"","3","Should throw exception when updating non-existent comment","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","updateComment_ShouldThrowException_WhenIdNotExists"
"","11","Should handle repository save failure gracefully","","Mon Jul 28 07:10:26 GMT 2025","passed","Mon Jul 28 07:10:26 GMT 2025","","FeedbackDimensionService Tests","com.talentradar.assessment_service.service.FeedbackDimensionServiceImplTest","createFeedbackDimension_ShouldHandleRepositoryFailure_Gracefully"
"","5","Should throw exception when deleting non-existent comment","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","deleteComment_ShouldThrowException_WhenIdNotExists"
"","7","publishAssessmentUpdated_ShouldSucceed_WhenUserSnapshotExists()","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","com.talentradar.assessment_service.service.AssessmentEventProducerTest","com.talentradar.assessment_service.service.AssessmentEventProducerTest","publishAssessmentUpdated_ShouldSucceed_WhenUserSnapshotExists"
"","2","Should not update when criteria name is null","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","updateGradingCriteria_ShouldNotUpdate_WhenCriteriaNameIsNull"
"","8","Should get complete feedback successfully","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getCompleteFeedback_ShouldReturnCompleteFeedback_WhenIdExists"
"","3","Should throw exception when developer not found for assignment","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","UserSnapshotService Tests","com.talentradar.assessment_service.service.UserSnapshotServiceImplTest","assignDeveloperToManager_ShouldThrowException_WhenDeveloperNotFound"
"","6","Should validate all required fields are present in saved entity","","Mon Jul 28 07:10:26 GMT 2025","passed","Mon Jul 28 07:10:26 GMT 2025","","FeedbackDimensionService Tests","com.talentradar.assessment_service.service.FeedbackDimensionServiceImplTest","createFeedbackDimension_ShouldValidateEntityFields_BeforeSaving"
"","5","Should throw exception when trying to assign developer to non-manager","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","UserSnapshotService Tests","com.talentradar.assessment_service.service.UserSnapshotServiceImplTest","assignDeveloperToManager_ShouldThrowException_WhenTargetUserIsNotManager"
"","9","Should map feedback comment to DTO correctly","","Mon Jul 28 07:10:26 GMT 2025","passed","Mon Jul 28 07:10:26 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","mapToDto_ShouldMapCorrectly_WhenValidFeedbackComment"
"","3","Should throw exception when deleting non-existent grading criteria","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","deleteGradingCriteria_ShouldThrowException_WhenIdNotExists"
"","8","shouldThrowResourceNotFoundWhenUpdateNonExistentAssessment()","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldThrowResourceNotFoundWhenUpdateNonExistentAssessment"
"","6","shouldThrowBadRequestWhenUpdateOtherUsersAssessment()","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldThrowBadRequestWhenUpdateOtherUsersAssessment"
"","3","handleUserEvent_ShouldHandleGracefully_WhenUserDeletedButUserNotExists()","","Mon Jul 28 07:10:28 GMT 2025","passed","Mon Jul 28 07:10:28 GMT 2025","","com.talentradar.assessment_service.service.UserEventConsumerTest","com.talentradar.assessment_service.service.UserEventConsumerTest","handleUserEvent_ShouldHandleGracefully_WhenUserDeletedButUserNotExists"
"","6","Should get feedback by ID successfully","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackById_ShouldReturnFeedback_WhenIdExists"
"","7","publishAssessmentSubmitted_ShouldCreateCorrectAssessmentEvent()","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","com.talentradar.assessment_service.service.AssessmentEventProducerTest","com.talentradar.assessment_service.service.AssessmentEventProducerTest","publishAssessmentSubmitted_ShouldCreateCorrectAssessmentEvent"
"","3","Should return empty list when no grading criteria exist","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getAllGradingCriteria_ShouldReturnEmptyList_WhenNoGradingCriteriaExist"
"","2","Should return all dimensions successfully","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getAllDimensions_ShouldReturnAllDimensions"
"","5","publishAssessmentSubmitted_ShouldHandleError_WhenRepositoryThrowsException()","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","com.talentradar.assessment_service.service.AssessmentEventProducerTest","com.talentradar.assessment_service.service.AssessmentEventProducerTest","publishAssessmentSubmitted_ShouldHandleError_WhenRepositoryThrowsException"
"","7","shouldHandleZeroWeightGracefully()","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldHandleZeroWeightGracefully"
"","109","Should update grading criteria successfully when grading criteria exists","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","updateGradingCriteria_ShouldUpdateGradingCriteria_WhenIdExists"
"","4","Should handle reassignment when developer already has different manager","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","UserSnapshotService Tests","com.talentradar.assessment_service.service.UserSnapshotServiceImplTest","assignDeveloperToManager_ShouldReassign_WhenDeveloperHasDifferentManager"
"","14","Should throw exception when comment not found","","Mon Jul 28 07:10:26 GMT 2025","passed","Mon Jul 28 07:10:26 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldThrowException_WhenCommentNotExists"
"","8","Should get feedback by manager ID successfully","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackByManagerId_ShouldReturnFeedbackList_WhenManagerExists"
"","10","shouldUpdateAssessmentSuccessfully()","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldUpdateAssessmentSuccessfully"
"","8","Should throw exception when feedback not found","","Mon Jul 28 07:10:26 GMT 2025","passed","Mon Jul 28 07:10:26 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldThrowException_WhenFeedbackNotExists"
"","3","Should throw exception when user not found by ID","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","UserSnapshotService Tests","com.talentradar.assessment_service.service.UserSnapshotServiceImplTest","getUserById_ShouldThrowException_WhenUserNotFound"
"","4","Should return developers with submitted assessments for valid manager","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","UserSnapshotService Tests","com.talentradar.assessment_service.service.UserSnapshotServiceImplTest","getDevelopersByManagerId_ShouldReturnDevelopersWithSubmittedAssessments_WhenValidManager"
"","9","Should create complete feedback successfully","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","createCompleteFeedback_ShouldCreateCompleteFeedback_WhenValidDto"
"","9","shouldCreateAssessmentSuccessfully()","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldCreateAssessmentSuccessfully"
"","2","Should return true when dimension exists","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","dimensionExists_ShouldReturnTrue_WhenIdExists"
"","2","Should delete dimension successfully when dimension exists","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","deleteDimension_ShouldDeleteDimension_WhenIdExists"
"","8","Should create new feedback version with incremented version","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","createNewFeedbackVersion_ShouldIncrementVersion_WhenPreviousVersionExists"
"","3","Should return comment by ID successfully","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentById_ShouldReturnComment_WhenIdExists"
"","2","Should throw exception when updating non-existent grading criteria","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","updateGradingCriteria_ShouldThrowException_WhenIdNotExists"
"","19","Should create first version when no previous feedback exists","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","createNewFeedbackVersion_ShouldCreateFirstVersion_WhenNoPreviousFeedbackExists"
"","3","Should update dimension successfully when dimension exists","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","updateDimension_ShouldUpdateDimension_WhenIdExists"
"","4","handleUserEvent_ShouldCreateNewSnapshot_WhenUserCreatedAndUserNotExists()","","Mon Jul 28 07:10:28 GMT 2025","passed","Mon Jul 28 07:10:28 GMT 2025","","com.talentradar.assessment_service.service.UserEventConsumerTest","com.talentradar.assessment_service.service.UserEventConsumerTest","handleUserEvent_ShouldCreateNewSnapshot_WhenUserCreatedAndUserNotExists"
"","4","handleUserEvent_ShouldUpdateSnapshot_WhenUserUpdatedAndUserExists()","","Mon Jul 28 07:10:28 GMT 2025","passed","Mon Jul 28 07:10:28 GMT 2025","","com.talentradar.assessment_service.service.UserEventConsumerTest","com.talentradar.assessment_service.service.UserEventConsumerTest","handleUserEvent_ShouldUpdateSnapshot_WhenUserUpdatedAndUserExists"
"","6","publishAssessmentSubmitted_ShouldHandleError_WhenUserSnapshotNotFound()","","Mon Jul 28 07:10:29 GMT 2025","passed","Mon Jul 28 07:10:29 GMT 2025","","com.talentradar.assessment_service.service.AssessmentEventProducerTest","com.talentradar.assessment_service.service.AssessmentEventProducerTest","publishAssessmentSubmitted_ShouldHandleError_WhenUserSnapshotNotFound"
"","3","Should throw exception when comment not found by ID","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentById_ShouldThrowException_WhenIdNotExists"
"","4","Should return existing assignment when developer already assigned to manager","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","UserSnapshotService Tests","com.talentradar.assessment_service.service.UserSnapshotServiceImplTest","assignDeveloperToManager_ShouldReturnExisting_WhenDeveloperAlreadyAssigned"
"","34","shouldReturnPaginatedAssessmentsByUser()","","Mon Jul 28 07:10:27 GMT 2025","passed","Mon Jul 28 07:10:27 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldReturnPaginatedAssessmentsByUser"
